paper_idx,para_idx,GPT_output
37,4,"{
  ""system"": ""Single-unit-cell FeSe on SrTiO3 (001) and (110); Fe-based superconductor / STO surfaces/interfaces"",
  ""model"": ""Angle-resolved photoemission spectroscopy (ARPES); experimental comparative surface study"",
  ""pure el-ph coupling"": 5,
  ""bipolaron el-ph coupling"": 0,
  ""AFM fluctuation"": 0,
  ""FM fluctuation"": 0,
  ""charge density wave"": 0,
  ""nematic fluctuation"": 0,
  ""plasmon fluctuation"": 0,
  ""pure el correlation"": 0,
  ""spin liquid el correlation"": 0
}"
38,1,"{""system"":""van der Waals superconductor / monolayer ferromagnet heterostructure (magnetic moiré)"",""model"":""STM/STS experiments; moiré-engineered proximity-induced superconductivity"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
38,2,"{""system"": ""van der Waals superconductor / monolayer ferromagnet moiré; twisted vdW heterostructure"", ""model"": ""low-temperature STM/STS; experimental moiré engineering (Yu-Shiba-Rusinov minibands, Majorana edge modes)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
38,0,"{""system"": ""van der Waals superconductor / monolayer ferromagnet moiré heterostructure"", ""model"": ""Scanning tunneling microscopy/spectroscopy (STM/STS); moiré potential modeling"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
38,3,"{""system"":""van der Waals superconductor + monolayer ferromagnet moiré heterostructure"",""model"":""Scanning tunneling microscopy/spectroscopy (STM/STS); experimental moiré engineering"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
39,0,"{
  ""system"": ""Superconducting machines; cryogenic cooling systems (aerospace, naval, wind-energy applications)"",
  ""model"": ""N/A"",
  ""pure el-ph coupling"": 0,
  ""bipolaron el-ph coupling"": 0,
  ""AFM fluctuation"": 0,
  ""FM fluctuation"": 0,
  ""charge density wave"": 0,
  ""nematic fluctuation"": 0,
  ""plasmon fluctuation"": 0,
  ""pure el correlation"": 0,
  ""spin liquid el correlation"": 0
}"
39,1,"{""system"": ""Superconducting machines; cryogenic cooling systems for aerospace, naval, and wind-energy applications"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
38,4,"{""system"":""van der Waals superconductor / monolayer ferromagnet moiré heterostructure"",""model"":""STM/STS experiments; moiré-engineered Yu-Shiba-Rusinov minibands and proximity-induced topological superconductivity"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
39,2,"{""system"":""Superconducting machines; cryogenic cooling systems (engineering application)"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
39,3,"{""system"":""superconducting machines; engineering applications (aerospace, naval, wind energy)"",""model"":""N/A"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
39,4,"{""system"":""Superconducting machines; cryogenic cooling systems (engineering applications: aerospace, naval, wind)"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
40,1,"{""system"":""La3Ni2O7; nickelate"",""model"":""Ultrafast optical pump–probe spectroscopy; Rothwarf–Taylor model (data fitting)"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":5.0,""FM fluctuation"":0.0,""charge density wave"":4.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
40,0,"{""system"": ""La3Ni2O7; bilayer nickelate"", ""model"": ""ultrafast optical pump-probe spectroscopy"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 5, ""FM fluctuation"": 0, ""charge density wave"": 5, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
40,3,"{
  ""system"": ""La3Ni2O7; bilayer nickelate"",
  ""model"": ""Ultrafast optical pump-probe spectroscopy; Rothwarf-Taylor model"",
  ""pure el-ph coupling"": 1.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 5.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 4.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
40,2,"{""system"":""La3Ni2O7; nickelate"",""model"":""Ultrafast optical pump-probe spectroscopy under high pressure"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":5.0,""FM fluctuation"":0.0,""charge density wave"":4.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
41,0,"{""system"": ""N/A"", ""model"": ""Eliashberg/paramagnon–electron–phonon effective model"", ""pure el-ph coupling"": 3.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 3.0, ""FM fluctuation"": 3.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
40,4,"{""system"": ""La3Ni2O7; bilayer nickelate"", ""model"": ""Ultrafast optical pump-probe spectroscopy; Rothwarf–Taylor model"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 5, ""FM fluctuation"": 0, ""charge density wave"": 5, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
41,2,"{""system"": ""Generic superconductor with spin fluctuations (paramagnons)"", ""model"": ""Eliashberg-type model (electron-phonon + paramagnon)"", ""pure el-ph coupling"": 3.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 3.0, ""FM fluctuation"": 3.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
41,1,"{""system"":""N/A"",""model"":""Eliashberg-like theory (electron-phonon + paramagnon interactions)"",""pure el-ph coupling"":3.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":3.0,""FM fluctuation"":3.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
41,3,"{""system"": ""N/A"", ""model"": ""Eliashberg theory"", ""pure el-ph coupling"": 4.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 3.0, ""FM fluctuation"": 3.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
41,4,"{""system"": ""Generic superconductor with paramagnon (spin) fluctuations"", ""model"": ""Eliashberg/BCS-like theory with paramagnons"", ""pure el-ph coupling"": 3.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 4.0, ""FM fluctuation"": 4.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
42,1,"{""system"":""BaFe2(As1−xPx)2; isovalent-substituted iron pnictide"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":5.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":2.0,""plasmon fluctuation"":0.0,""pure el correlation"":1.0,""spin liquid el correlation"":0.0}"
42,0,"{""system"": ""BaFe2(As1−xPx)2; iron pnictide"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 5.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
43,0,"{""system"": ""Ni-doped ZnO (Zn1−xNixO) nanoparticles; diluted magnetic semiconductor"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
42,4,"{
  ""system"": ""BaFe2(As1−xPx)2; Fe-based superconductor"",
  ""model"": ""N/A"",
  ""pure el-ph coupling"": 0,
  ""bipolaron el-ph coupling"": 0,
  ""AFM fluctuation"": 5,
  ""FM fluctuation"": 0,
  ""charge density wave"": 0,
  ""nematic fluctuation"": 3,
  ""plasmon fluctuation"": 0,
  ""pure el correlation"": 2,
  ""spin liquid el correlation"": 0
}"
42,2,"{""system"": ""BaFe2(As1−xPx)2; Fe-based superconductor"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 5, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 2, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
42,3,"{""system"": ""BaFe2(As1−xPx)2; Fe-based superconductor"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 5.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 4.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 2.0, ""spin liquid el correlation"": 0.0}"
43,1,"{""system"": ""Ni-doped ZnO (Zn1−xNixO) nanoparticles; diluted magnetic semiconductor"", ""model"": ""Experimental study: ultrasonic-assisted sol–gel synthesis; TEM, XRD, Raman, SQUID magnetometry"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
43,3,"{""system"": ""Zn1−xNixO nanoparticles; diluted magnetic semiconductor"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
43,2,"{""system"": ""Ni-doped ZnO (Zn1−xNixO) nanoparticles; diluted magnetic semiconductor"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
43,4,"{""system"":""Ni-doped ZnO nanoparticles (Zn1−xNixO, 0≤x≤0.05); diluted magnetic semiconductor"",""model"":""Ultrasonic-assisted sol–gel synthesis; characterization by X-ray diffraction (XRD), transmission electron microscopy (TEM), Raman spectroscopy, and SQUID magnetometry"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
44,1,"{""system"":""2H-NbSe2; transition-metal dichalcogenide (layered)"", ""model"":""Angle-resolved photoemission spectroscopy (ARPES) experiment"", ""pure el-ph coupling"":0.0, ""bipolaron el-ph coupling"":0.0, ""AFM fluctuation"":0.0, ""FM fluctuation"":0.0, ""charge density wave"":5.0, ""nematic fluctuation"":0.0, ""plasmon fluctuation"":0.0, ""pure el correlation"":0.0, ""spin liquid el correlation"":0.0}"
44,2,"{""system"": ""2H-NbSe2; transition-metal dichalcogenide"", ""model"": ""Angle-resolved photoemission spectroscopy (ARPES)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 5.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
44,0,"{""system"":""2H-NbSe2; transition metal dichalcogenide"",""model"":""Angle-resolved photoemission spectroscopy (ARPES)"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":5.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
45,1,"{""system"":""N/A"",""model"":""Perturbative QCD (order-αs) analytic + Monte Carlo integration"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
45,0,"{""system"": ""pp collisions; W+W- production"", ""model"": ""perturbative QCD (order-αs) with analytic + Monte Carlo integration"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
44,3,"{""system"": ""2H-NbSe2; transition metal dichalcogenide"", ""model"": ""Angle-resolved photoemission spectroscopy (ARPES)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 5, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
44,4,"{""system"":""2H-NbSe2; transition-metal dichalcogenide"",""model"":""Angle-resolved photoemission spectroscopy (ARPES)"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":1,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
45,2,"{""system"":""pp/ppbar collisions; W+W- production at hadron colliders (Tevatron, LHC, SSC)"",""model"":""Perturbative QCD (order-αs) calculation; analytic + Monte Carlo integration"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
45,4,"{""system"":""pp/p\bar{p} → W+W- + X at high-energy hadron colliders (Tevatron, LHC, SSC)"",""model"":""Perturbative QCD (order-αs); analytic and Monte Carlo integration"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
45,3,"{""system"": ""pp / pp̄ collisions; W−W+ production (high-energy particle collisions)"", ""model"": ""Perturbative QCD (order-αs) calculation; analytic and Monte Carlo integration"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
46,0,"{""system"": ""MgB2; magnesium diboride (binary diboride superconductor)"", ""model"": ""N/A"", ""pure el-ph coupling"": 5.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
46,3,"{""system"":""MgB2; binary diboride superconductor"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
46,1,"{""system"": ""MgB2; binary diboride superconductor"", ""model"": ""N/A"", ""pure el-ph coupling"": 5.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
46,2,"{""system"": ""MgB2; magnesium diboride"", ""model"": ""N/A"", ""pure el-ph coupling"": 5.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
46,4,"{""system"": ""MgB2; magnesium diboride (binary diboride)"", ""model"": ""BCS/Eliashberg, multiband (two-gap) electron-phonon framework"", ""pure el-ph coupling"": 5.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
47,1,"{""system"": ""superconductors (general)"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
47,0,"{""system"": ""superconductors (general)"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
47,2,"{""system"": ""superconductors (general review)"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
47,3,"{""system"": ""Superconductors (general)"", ""model"": ""Review; nonlinear and time-resolved terahertz spectroscopy"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
47,4,"{""system"":""Superconductors (general)"",""model"":""Nonlinear time-resolved terahertz spectroscopy; theoretical analyses of collective modes"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
48,2,"{""system"":""Restacked monolayer TaS2 nanosheets; TaS2 (transition metal dichalcogenide)"",""model"":""Density functional theory"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
48,1,"{""system"": ""Restacked monolayer TaS2 nanosheets; TaS2 (transition metal dichalcogenide)"", ""model"": ""Density functional theory"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
48,0,"{""system"":""Restacked monolayer TaS2 nanosheets; transition-metal dichalcogenide interfaces"",""model"":""Density functional theory"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":2.0,""spin liquid el correlation"":0.0}"
48,3,"{""system"": ""restacked TaS2 nanosheets; TaS2 (transition metal dichalcogenide)"", ""model"": ""Density functional theory"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
48,4,"{""system"":""Restacked monolayer TaS2 nanosheets; TaS2"",""model"":""Density functional theory"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
49,0,"{
  ""system"": ""Iron-based superconductors; iron pnictides and chalcogenides"",
  ""model"": ""Multi-orbital Hubbard-Hund models; orbital- and band-basis minimal models; renormalization-group analyses"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 5.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 5.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 3.0,
  ""spin liquid el correlation"": 0.0
}"
49,2,"{""system"":""Fe-based superconductors; iron pnictides and chalcogenides"",""model"":""Multi-orbital Hubbard-Hund models; orbital- and band-basis minimal models; renormalization-group analysis (including spin-orbit and glide-plane considerations)"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":5.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":5.0,""plasmon fluctuation"":0.0,""pure el correlation"":4.0,""spin liquid el correlation"":0.0}"
49,1,"{""system"": ""Iron-based superconductors (Fe pnictides and chalcogenides)"", ""model"": ""Multi-orbital Hubbard–Hund (10-orbital) lattice; band-basis minimal models; renormalization-group analyses; mean-field studies"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 5, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 5, ""plasmon fluctuation"": 0, ""pure el correlation"": 3, ""spin liquid el correlation"": 0}"
49,3,"{""system"":""Iron-based superconductors; pnictides and chalcogenides"",""model"":""Multi-orbital Hubbard–Hund models; minimal orbital- and band-basis models; renormalization-group analyses"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":5.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":5.0,""plasmon fluctuation"":0.0,""pure el correlation"":3.0,""spin liquid el correlation"":0.0}"
49,4,"{""system"": ""Iron-based superconductors; pnictides and chalcogenides"", ""model"": ""Multi-orbital Hubbard–Hund models; minimal orbital- and band-basis models; renormalization-group studies"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 5.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 5.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 3.0, ""spin liquid el correlation"": 0.0}"
